Transaction ID,Date,Time,Items Purchased,Quantities,Total Price (INR),Payment Method
7187,2023-07-21,12:48,"Cappuccino, Bagel with Cream Cheese","1, 2",590,UPI
7188,2023-10-13,09:05,"French Toast, Americano","2, 2",780,UPI
7189,2023-01-04,18:10,"Avocado Toast, Grilled Cheese Sandwich, Oat Milk","1, 2, 1",640,Cash
7190,2023-07-06,18:21,"Lemon Tart, Vanilla Milkshake, Latte","2, 1, 2",1050,UPI
7191,2023-10-23,14:59,"Chocolate Chip Cookies, Caesar Salad","1, 1",320,Card
7192,2023-09-12,11:28,"Chocolate Milkshake, Hot Chocolate","2, 1",480,Mobile Wallet
7193,2023-04-02,18:42,"Veggie Hummus Wrap, Affogato, Strawberry Milkshake, Almond Milk","2, 1, 1, 1",850,Cash
7194,2023-02-14,09:17,"Latte, Fresh Lemonade, Soy Milk","2, 2, 1",580,Card
7195,2023-04-08,10:38,"Omelet, Grilled Cheese Sandwich","2, 2",760,UPI
7196,2023-09-07,12:35,"Chicken Caesar Wrap, Caramel Drizzle","1, 1",270,UPI
7197,2023-12-16,14:44,"Mocha, Vanilla Milkshake","1, 1",350,Mobile Wallet
7198,2023-04-11,08:39,"Pancakes with Syrup, Strawberry Milkshake","1, 1",420,UPI
7199,2023-06-25,16:11,"Iced Americano, Caramel Drizzle","1, 1",180,Mobile Wallet
7200,2023-02-18,13:53,"Chicken Caesar Wrap, Brownies","1, 2",460,Cash
7201,2023-07-31,10:52,"Club Sandwich, Caramel Drizzle","2, 1",450,Cash
7202,2023-12-17,09:40,"Nitro Cold Brew, Americano, Omelet, Almond Milk","2, 2, 1, 1",840,Cash
7203,2023-06-04,19:50,"Omelet, Espresso","2, 1",500,Mobile Wallet
7204,2023-04-12,13:01,"Avocado Toast, Almond Milk","1, 1",280,Cash
7205,2023-05-22,14:31,"Omelet, Americano","2, 1",520,Mobile Wallet
7206,2023-07-15,10:48,"Americano, Cheesecake, Cheesecake, Caramel Drizzle","1, 2, 2, 1",1290,Mobile Wallet
7207,2023-01-25,11:36,"Fresh Lemonade, Oat Milk","2, 1",240,Cash
7208,2023-03-24,16:10,Avocado Toast,2,480,UPI
7209,2023-06-02,14:12,"Pancakes with Syrup, Vanilla Syrup","2, 1",530,Mobile Wallet
7210,2023-09-30,16:18,"Matcha Latte, Lemon Tart, Soy Milk","1, 2, 1",740,Card
7211,2023-12-12,18:15,"Quinoa Bowl, Bagel with Cream Cheese","2, 1",700,UPI
7212,2023-02-19,11:54,"Grilled Cheese Sandwich, Soy Milk","1, 1",220,Card
7213,2023-03-22,19:37,Brownies,1,120,Cash
7214,2023-08-16,09:51,"Lemon Tart, Caramel Drizzle","2, 1",590,Card
7215,2023-09-24,12:18,"Espresso, Nitro Cold Brew, Almond Milk","2, 1, 1",420,Mobile Wallet
7216,2023-03-17,20:14,"Vanilla Milkshake, Veggie Hummus Wrap","1, 1",390,Cash
7217,2023-03-09,17:20,"Matcha Latte, Matcha Latte, Chicken Caesar Wrap, Caramel Drizzle","1, 1, 2, 1",810,Cash
7218,2023-08-09,19:55,"Pancakes with Syrup, Pancakes with Syrup, Soy Milk","1, 2, 1",790,Card
7219,2023-11-07,09:40,"Vanilla Milkshake, Brownies, Club Sandwich","1, 2, 1",610,Card
7220,2023-10-31,15:59,"Nitro Cold Brew, Brownies, Oat Milk","1, 2, 1",460,Cash
7221,2023-01-22,17:14,"Brownies, Espresso, Latte","2, 1, 1",510,UPI
7222,2023-01-07,18:54,"Flat White, Caramel Drizzle","1, 1",210,Mobile Wallet
7223,2023-04-06,09:55,"Quinoa Bowl, Avocado Toast, Chocolate Fudge Cake, Oat Milk","1, 2, 2, 1",1260,Card
7224,2023-02-06,08:03,"Grilled Cheese Sandwich, Vanilla Milkshake, Matcha Latte","1, 2, 2",840,Cash
7225,2023-10-12,17:41,"Chocolate Fudge Cake, Chicken Caesar Wrap","1, 2",690,UPI
7226,2023-12-01,12:25,"Mocha, Vanilla Syrup","1, 1",210,UPI
7227,2023-03-26,13:15,"Vanilla Milkshake, Almond Milk","1, 1",210,UPI
7228,2023-07-16,15:09,"Seasonal Smoothie, Mocha, Chocolate Chip Cookies","2, 1, 1",580,UPI
7229,2023-05-12,14:26,"Americano, Cheesecake","2, 1",520,Card
7230,2023-12-03,16:52,"Chicken Caesar Wrap, Omelet, Cold Brew, Soy Milk","1, 1, 1, 1",610,Cash
7231,2023-01-31,14:54,"Lemon Tart, Grilled Cheese Sandwich, Caramel Drizzle","1, 1, 1",500,Cash
7232,2023-11-08,14:58,"Chocolate Chip Cookies, Oat Milk","2, 1",240,Cash
7233,2023-04-18,09:44,"Omelet, Caramel Drizzle","1, 1",250,UPI
7234,2023-09-13,17:07,"Matcha Latte, Chocolate Milkshake, French Toast","1, 1, 1",600,Cash
7235,2023-04-26,08:20,"Chocolate Fudge Cake, Chocolate Chip Cookies, Club Sandwich","1, 1, 2",750,Mobile Wallet
7236,2023-01-24,15:22,Green Tea,1,80,Card
7237,2023-07-18,19:02,"Fresh Lemonade, Strawberry Milkshake, Caramel Drizzle","1, 1, 1",320,Cash
7238,2023-02-09,13:09,"Affogato, Almond Milk","2, 1",440,Card
7239,2023-09-02,19:13,Iced Americano,2,260,Cash
7240,2023-04-20,15:18,"Caesar Salad, Hot Chocolate, Quinoa Bowl, Soy Milk","1, 2, 1, 1",780,Card
7241,2023-10-08,13:05,"Brownies, Cold Brew, French Toast, Vanilla Syrup","2, 1, 2, 1",960,Card
7242,2023-04-02,13:32,"Avocado Toast, Affogato, Omelet","2, 1, 1",880,Mobile Wallet
7243,2023-04-10,13:03,Veggie Hummus Wrap,2,440,Card
7244,2023-09-16,15:08,"Chocolate Chip Cookies, Veggie Hummus Wrap, Cold Brew","1, 1, 1",470,UPI
7245,2023-09-16,10:00,"Avocado Toast, Cheesecake, Masala Chai","2, 2, 2",1220,UPI
7246,2023-11-10,09:56,"Flat White, Almond Milk","1, 1",200,Cash
7247,2023-06-15,10:19,Fresh Lemonade,2,200,UPI
7248,2023-06-03,19:53,"Avocado Toast, Grilled Cheese Sandwich, Soy Milk","2, 2, 1",880,Cash
7249,2023-08-23,09:01,"Avocado Toast, Chocolate Fudge Cake, Chocolate Milkshake, Caramel Drizzle","1, 1, 1, 1",710,UPI
7250,2023-04-01,18:21,"Americano, Espresso","2, 1",340,UPI
7251,2023-04-17,10:20,"Cold Brew, Vanilla Syrup","1, 1",180,Card
7252,2023-12-30,15:07,"French Toast, Almond Milk","2, 1",580,Cash
7253,2023-11-04,14:18,"Lemon Tart, Oat Milk","2, 1",580,UPI
7254,2023-11-25,13:32,"Americano, Caramel Drizzle","1, 1",170,UPI
7255,2023-10-20,09:16,Chicken Caesar Wrap,1,220,UPI
7256,2023-05-06,17:38,Chicken Caesar Wrap,1,220,UPI
7257,2023-11-28,13:08,"Strawberry Milkshake, Latte, Bagel with Cream Cheese","2, 2, 2",1120,Cash
7258,2023-01-24,15:15,"Bagel with Cream Cheese, Chocolate Fudge Cake, Omelet","1, 1, 1",670,Card
7259,2023-08-16,13:50,"Green Tea, Mocha","2, 2",520,Mobile Wallet
7260,2023-10-24,08:28,"Quinoa Bowl, Seasonal Smoothie, Pancakes with Syrup, Vanilla Syrup","1, 2, 2, 1",1070,Cash
7261,2023-07-19,13:11,"Chocolate Milkshake, Chocolate Chip Cookies, Greek Salad, Oat Milk","2, 1, 2, 1",920,UPI
7262,2023-06-21,13:10,"Pancakes with Syrup, Cheesecake, Caramel Drizzle","1, 2, 1",860,Card
7263,2023-09-17,09:45,Affogato,1,200,UPI
7264,2023-04-15,09:30,"French Toast, Cappuccino, Vanilla Milkshake, Caramel Drizzle","2, 1, 1, 1",910,Card
7265,2023-05-21,18:16,"Iced Tea (Peach), Caesar Salad, Club Sandwich","2, 1, 1",640,Cash
7266,2023-05-19,13:57,Seasonal Smoothie,1,150,UPI
7267,2023-06-28,09:46,"Pancakes with Syrup, Vanilla Syrup","1, 1",280,Cash
7268,2023-09-28,17:47,"Cheesecake, Caramel Drizzle","1, 1",330,Mobile Wallet
7269,2023-05-22,09:52,"Caesar Salad, Masala Chai, Soy Milk","2, 1, 1",570,UPI
7270,2023-02-08,12:08,"Chocolate Chip Cookies, Soy Milk","2, 1",240,Mobile Wallet
7271,2023-09-28,19:17,"Iced Americano, Almond Milk","2, 1",300,UPI
7272,2023-07-23,12:09,Strawberry Milkshake,2,340,Cash
7273,2023-08-03,13:16,Bagel with Cream Cheese,1,220,UPI
7274,2023-08-27,17:53,"Mocha, Lemon Tart","1, 2",720,Cash
7275,2023-11-28,12:39,"Cold Brew, Chocolate Fudge Cake, Omelet, Oat Milk","2, 1, 1, 1",790,UPI
7276,2023-05-14,17:44,"Brownies, Chicken Caesar Wrap, Oat Milk","2, 2, 1",720,Mobile Wallet
7277,2023-07-12,17:51,"French Toast, Caramel Drizzle","1, 1",320,Mobile Wallet
7278,2023-05-01,16:01,"Club Sandwich, Fresh Lemonade, Espresso","1, 1, 2",500,Cash
7279,2023-09-08,13:04,"Flat White, Latte, Cold Brew","1, 1, 2",630,Cash
7280,2023-04-18,14:20,"Mocha, Brownies","2, 1",480,Card
7281,2023-06-22,18:43,"Affogato, Vanilla Milkshake, Chocolate Milkshake","1, 2, 2",880,Cash
7282,2023-04-13,14:01,"Caesar Salad, Caramel Drizzle","1, 1",270,Mobile Wallet
7283,2023-07-14,16:13,Hot Chocolate,2,280,UPI
7284,2023-06-24,09:05,Nitro Cold Brew,2,360,Card
7285,2023-08-27,19:44,"Strawberry Milkshake, Brownies, Vanilla Milkshake","1, 2, 2",750,Cash
7286,2023-10-14,17:57,Mocha,1,180,Card
7287,2023-03-16,13:11,"Iced Tea (Peach), Chocolate Milkshake","2, 1",390,Cash
7288,2023-04-02,20:35,"Iced Tea (Peach), Espresso","1, 2",310,Mobile Wallet
7289,2023-03-25,13:32,"Hot Chocolate, Cheesecake, Pancakes with Syrup","1, 2, 1",950,Cash
7290,2023-12-15,16:37,Strawberry Milkshake,1,170,Mobile Wallet
7291,2023-07-30,11:33,"Cold Brew, Vanilla Syrup","2, 1",330,Cash
7292,2023-01-19,12:00,"Brownies, Caramel Drizzle","2, 1",290,UPI
7293,2023-02-12,10:50,"French Toast, Bagel with Cream Cheese, Caramel Drizzle","2, 1, 1",810,Mobile Wallet
7294,2023-01-19,17:19,"Omelet, Veggie Hummus Wrap, Soy Milk","2, 2, 1",880,UPI
7295,2023-07-15,09:45,"Green Tea, Oat Milk","2, 1",200,Cash
7296,2023-10-02,13:12,Fresh Lemonade,1,100,UPI
7297,2023-07-14,14:25,"Veggie Hummus Wrap, Vanilla Syrup","2, 1",470,Cash
7298,2023-05-04,13:24,"Caesar Salad, Mocha, Latte","2, 2, 2",1140,UPI
7299,2023-06-01,11:53,"Seasonal Smoothie, Bagel with Cream Cheese, Chocolate Fudge Cake, Oat Milk","1, 2, 1, 1",880,Cash
7300,2023-03-28,15:50,"Seasonal Smoothie, Grilled Cheese Sandwich, Soy Milk","1, 1, 1",370,Card
7301,2023-09-20,19:00,"Flat White, Vanilla Syrup","1, 1",190,Mobile Wallet
7302,2023-06-21,12:04,"Quinoa Bowl, Mocha, Cheesecake","2, 2, 2",1400,UPI
7303,2023-06-05,08:01,"Nitro Cold Brew, Oat Milk","2, 1",400,Mobile Wallet
7304,2023-07-23,12:36,"Chocolate Chip Cookies, Masala Chai, Chocolate Fudge Cake, Soy Milk","1, 2, 2, 1",820,Mobile Wallet
7305,2023-11-30,17:30,"Grilled Cheese Sandwich, Caramel Drizzle","2, 1",410,Card
7306,2023-04-27,15:48,"Chocolate Milkshake, Chicken Caesar Wrap, Avocado Toast, Vanilla Syrup","1, 2, 2, 1",1120,Cash
7307,2023-11-17,16:21,"Avocado Toast, Vanilla Syrup","1, 1",270,Card
7308,2023-04-06,12:09,Americano,1,120,Cash
7309,2023-09-17,10:00,"Avocado Toast, Soy Milk","2, 1",520,Card
7310,2023-08-02,13:00,"Flat White, Omelet, Oat Milk","1, 1, 1",400,Cash
7311,2023-04-03,10:46,"Hot Chocolate, Green Tea, Masala Chai, Caramel Drizzle","2, 1, 1, 1",500,Card
7312,2023-12-10,14:05,"Omelet, Soy Milk","2, 1",440,UPI
7313,2023-06-17,13:53,"Chocolate Chip Cookies, Bagel with Cream Cheese","1, 1",320,Mobile Wallet
7314,2023-09-15,17:41,"Bagel with Cream Cheese, Cheesecake","2, 1",720,Card
7315,2023-05-17,15:51,"Brownies, Cheesecake, Pancakes with Syrup, Almond Milk","1, 1, 1, 1",690,Cash
7316,2023-05-12,14:40,"Chocolate Fudge Cake, Latte, Espresso","2, 2, 2",1040,UPI
7317,2023-06-27,08:14,"Cold Brew, Veggie Hummus Wrap","2, 2",740,Card
7318,2023-03-13,13:00,Affogato,2,400,Cash
7319,2023-02-07,15:21,"Latte, Soy Milk","2, 1",380,Cash
7320,2023-11-20,09:41,"Pancakes with Syrup, Caesar Salad, Cold Brew","1, 1, 2",770,Cash
7321,2023-06-25,14:59,"Cheesecake, Vanilla Syrup","2, 1",590,UPI
7322,2023-09-28,20:30,"Americano, Cheesecake, Nitro Cold Brew","1, 2, 2",1040,UPI
7323,2023-08-09,17:00,"Mocha, Matcha Latte, Caramel Drizzle","1, 1, 1",390,Card
7324,2023-02-11,17:28,"Caesar Salad, Fresh Lemonade, Almond Milk","1, 1, 1",360,UPI
7325,2023-06-12,09:48,"French Toast, Caesar Salad","1, 2",710,UPI
7326,2023-02-09,13:32,"Pancakes with Syrup, Pancakes with Syrup","1, 2",750,UPI
7327,2023-11-07,20:23,"Omelet, Lemon Tart, Vanilla Milkshake, Vanilla Syrup","1, 1, 2, 1",840,Cash
7328,2023-09-24,10:17,"Mocha, Soy Milk","1, 1",220,Cash
7329,2023-10-04,10:53,"Brownies, Caramel Drizzle","1, 1",170,UPI
7330,2023-09-25,15:08,"Quinoa Bowl, Chocolate Chip Cookies, Chicken Caesar Wrap, Caramel Drizzle","1, 1, 2, 1",830,Mobile Wallet
7331,2023-02-06,17:57,Espresso,1,100,Cash
7332,2023-04-28,17:31,"Hot Chocolate, Cappuccino","2, 1",430,Card
7333,2023-05-20,19:18,French Toast,2,540,UPI
7334,2023-08-05,20:57,Matcha Latte,1,160,Mobile Wallet
7335,2023-08-22,15:07,"Cheesecake, Brownies","2, 2",800,Mobile Wallet
7336,2023-06-26,19:27,Seasonal Smoothie,2,300,Card
7337,2023-04-03,12:48,"Lemon Tart, Grilled Cheese Sandwich, Caramel Drizzle","1, 2, 1",680,Mobile Wallet
7338,2023-05-11,11:52,"Pancakes with Syrup, Vanilla Syrup","2, 1",530,Mobile Wallet
7339,2023-12-10,20:11,"Vanilla Milkshake, Quinoa Bowl, Chocolate Chip Cookies, Caramel Drizzle","2, 2, 1, 1",970,Card
7340,2023-10-30,14:03,"Grilled Cheese Sandwich, Avocado Toast, Brownies","2, 2, 1",960,Cash
7341,2023-08-15,16:25,Chicken Caesar Wrap,2,440,Card
7342,2023-07-20,17:44,"Matcha Latte, Almond Milk","1, 1",200,UPI
7343,2023-09-09,12:09,"Flat White, Lemon Tart, Strawberry Milkshake, Caramel Drizzle","1, 1, 2, 1",820,Card
7344,2023-04-22,20:01,"Matcha Latte, Matcha Latte","2, 1",480,Cash
7345,2023-04-14,15:15,"Chicken Caesar Wrap, Caesar Salad, Greek Salad, Oat Milk","1, 2, 1, 1",920,Cash
7346,2023-03-23,14:46,"Mocha, Oat Milk","1, 1",220,Mobile Wallet
7347,2023-05-02,13:10,"Chicken Caesar Wrap, Caramel Drizzle","1, 1",270,Cash
7348,2023-06-30,19:05,"Chocolate Fudge Cake, Chicken Caesar Wrap, Hot Chocolate, Soy Milk","1, 2, 2, 1",1010,Card
7349,2023-08-26,09:39,"French Toast, Cheesecake, Grilled Cheese Sandwich, Vanilla Syrup","2, 1, 2, 1",1210,Card
7350,2023-05-07,08:57,"Iced Tea (Peach), Almond Milk","1, 1",150,Cash
7351,2023-12-30,15:49,"Matcha Latte, Hot Chocolate","1, 1",300,Card
7352,2023-02-22,19:08,"Grilled Cheese Sandwich, Bagel with Cream Cheese, French Toast","2, 2, 2",1340,Card
7353,2023-07-03,20:02,Green Tea,2,160,Card
7354,2023-04-27,13:15,Chicken Caesar Wrap,1,220,Mobile Wallet
7355,2023-04-16,12:01,"Grilled Cheese Sandwich, Lemon Tart","1, 2",720,Mobile Wallet
7356,2023-04-01,08:28,Fresh Lemonade,2,200,Mobile Wallet
7357,2023-07-10,10:28,"Vanilla Milkshake, Caramel Drizzle","2, 1",390,Cash
7358,2023-04-03,11:00,"Quinoa Bowl, Americano, Flat White","2, 2, 2",1040,Card
7359,2023-12-28,14:54,"Cheesecake, Vanilla Milkshake, Iced Tea (Peach)","1, 1, 1",560,Card
7360,2023-08-09,15:59,"Avocado Toast, Affogato","2, 2",880,Card
7361,2023-10-18,20:59,"Chocolate Chip Cookies, Chocolate Chip Cookies, Caesar Salad","2, 1, 2",740,Mobile Wallet
7362,2023-06-20,19:02,Omelet,2,400,Mobile Wallet
7363,2023-07-22,18:11,"Quinoa Bowl, Avocado Toast","1, 1",480,UPI
7364,2023-07-07,13:31,"Lemon Tart, Soy Milk","1, 1",310,Mobile Wallet
7365,2023-08-25,13:44,"Nitro Cold Brew, Quinoa Bowl","2, 2",840,UPI
7366,2023-01-27,11:33,Grilled Cheese Sandwich,2,360,Cash
7367,2023-01-03,09:08,"Avocado Toast, Vanilla Milkshake, Caesar Salad, Caramel Drizzle","2, 1, 1, 1",920,Mobile Wallet
7368,2023-06-22,10:45,Hot Chocolate,1,140,UPI
7369,2023-03-22,20:32,"Seasonal Smoothie, Iced Americano, French Toast","1, 1, 2",820,UPI
7370,2023-09-30,14:40,Grilled Cheese Sandwich,1,180,Cash
7371,2023-12-25,15:03,"Grilled Cheese Sandwich, Avocado Toast, Vanilla Syrup","1, 2, 1",690,Cash
7372,2023-07-24,11:42,Chocolate Chip Cookies,1,100,UPI
7373,2023-06-30,20:03,"Fresh Lemonade, Veggie Hummus Wrap, Soy Milk","1, 2, 1",580,Mobile Wallet
7374,2023-04-12,10:34,"Mocha, Grilled Cheese Sandwich, Vanilla Syrup","2, 1, 1",570,Mobile Wallet
7375,2023-12-26,10:52,"Lemon Tart, Affogato, Brownies, Soy Milk","1, 2, 2, 1",950,Mobile Wallet
7376,2023-01-17,11:29,"Caesar Salad, Vanilla Syrup","1, 1",250,UPI
7377,2023-03-06,18:51,Strawberry Milkshake,1,170,UPI
7378,2023-02-21,19:21,"Grilled Cheese Sandwich, Chicken Caesar Wrap, Vanilla Syrup","2, 1, 1",610,Card
7379,2023-12-05,20:02,"Grilled Cheese Sandwich, Chocolate Fudge Cake, Mocha, Vanilla Syrup","2, 2, 2, 1",1250,UPI
7380,2023-08-10,12:13,"Chocolate Chip Cookies, Chocolate Chip Cookies, Cheesecake, Oat Milk","1, 1, 1, 1",520,Cash
7381,2023-06-09,18:13,"Club Sandwich, Mocha","1, 2",560,Card
7382,2023-12-18,11:37,"Hot Chocolate, Iced Tea (Peach)","2, 1",390,UPI
7383,2023-04-19,15:12,Pancakes with Syrup,2,500,Card
7384,2023-09-25,16:05,"Avocado Toast, Vanilla Syrup","2, 1",510,Mobile Wallet
7385,2023-03-26,10:44,"Pancakes with Syrup, Vanilla Syrup","1, 1",280,UPI
7386,2023-03-02,17:27,"Chicken Caesar Wrap, Quinoa Bowl, Caramel Drizzle","1, 1, 1",510,Cash
7387,2023-07-13,14:31,"Avocado Toast, Chocolate Fudge Cake, Quinoa Bowl","1, 2, 2",1220,Mobile Wallet
7388,2023-03-31,09:00,"French Toast, Caramel Drizzle","1, 1",320,UPI
7389,2023-10-22,19:51,"Pancakes with Syrup, Avocado Toast, Omelet","1, 2, 1",930,Mobile Wallet
7390,2023-06-20,17:24,"Cold Brew, French Toast, Vanilla Syrup","1, 2, 1",720,UPI
7391,2023-04-14,08:34,"Chicken Caesar Wrap, Omelet, Omelet, Caramel Drizzle","2, 1, 2, 1",1090,Mobile Wallet
7392,2023-04-05,15:25,"Pancakes with Syrup, Chocolate Fudge Cake, Almond Milk","2, 2, 1",1040,UPI
7393,2023-06-07,13:53,"Caesar Salad, Americano","1, 2",460,Card
7394,2023-10-28,14:49,"Bagel with Cream Cheese, French Toast","1, 1",490,Mobile Wallet
7395,2023-10-23,15:01,"Lemon Tart, Oat Milk","1, 1",310,UPI
7396,2023-08-27,20:47,"Avocado Toast, Soy Milk","2, 1",520,Cash
7397,2023-03-22,16:44,"Veggie Hummus Wrap, Vanilla Milkshake, Oat Milk","1, 2, 1",600,Cash
7398,2023-10-08,10:46,"Vanilla Milkshake, Flat White, Espresso, Vanilla Syrup","2, 1, 2, 1",730,Card
7399,2023-04-09,11:53,"Hot Chocolate, Lemon Tart, Almond Milk","1, 1, 1",450,Cash
7400,2023-06-12,14:56,"Cappuccino, Brownies, Oat Milk","1, 2, 1",430,Card
7401,2023-03-18,18:37,"French Toast, Fresh Lemonade, Soy Milk","1, 2, 1",510,Mobile Wallet
7402,2023-05-26,15:48,"Avocado Toast, Seasonal Smoothie, Almond Milk","2, 1, 1",670,Cash
7403,2023-03-26,12:42,"Greek Salad, Lemon Tart, French Toast","2, 2, 2",1520,UPI
7404,2023-05-25,13:43,"Omelet, Club Sandwich, Oat Milk","2, 1, 1",640,Mobile Wallet
7405,2023-08-04,14:11,"Fresh Lemonade, Almond Milk","2, 1",240,Mobile Wallet
7406,2023-10-27,20:54,"Greek Salad, Brownies, Caramel Drizzle","2, 1, 1",610,Mobile Wallet
7407,2023-06-02,13:21,Quinoa Bowl,1,240,UPI
7408,2023-07-18,09:35,"Avocado Toast, Pancakes with Syrup, Vanilla Syrup","1, 2, 1",770,Mobile Wallet
7409,2023-09-10,14:41,"Americano, Brownies, Caramel Drizzle","2, 2, 1",530,Card
7410,2023-09-20,16:24,"Chocolate Milkshake, Chocolate Fudge Cake, Caramel Drizzle","1, 2, 1",720,Card
7411,2023-12-26,16:20,Matcha Latte,1,160,Mobile Wallet
7412,2023-05-31,19:12,Omelet,1,200,Cash
7413,2023-11-03,09:21,"Avocado Toast, Grilled Cheese Sandwich, Espresso","2, 1, 1",760,Mobile Wallet
7414,2023-12-30,19:20,"Iced Tea (Peach), Avocado Toast, Latte","2, 1, 1",630,UPI
7415,2023-10-07,09:27,"Cold Brew, Almond Milk","2, 1",340,Cash
7416,2023-04-29,10:08,"Americano, Bagel with Cream Cheese, Omelet","2, 1, 1",660,Cash
7417,2023-04-26,10:40,Iced Americano,1,130,Card
7418,2023-01-04,13:36,"Chicken Caesar Wrap, Veggie Hummus Wrap, Lemon Tart","2, 1, 1",930,Cash
7419,2023-09-13,11:27,"Latte, Vanilla Syrup","1, 1",200,Cash
7420,2023-10-17,16:55,"Caesar Salad, Chocolate Fudge Cake, Avocado Toast, Almond Milk","1, 1, 1, 1",750,Cash
7421,2023-05-29,13:55,Latte,2,340,Cash
7422,2023-10-18,11:45,"Iced Tea (Peach), Green Tea","2, 2",380,Card
7423,2023-10-09,13:51,"Avocado Toast, Caesar Salad, Chocolate Fudge Cake, Vanilla Syrup","2, 1, 2, 1",1230,UPI
7424,2023-02-05,15:39,"French Toast, Affogato, Chicken Caesar Wrap, Oat Milk","1, 2, 1, 1",930,UPI
7425,2023-09-05,18:12,"Club Sandwich, Chicken Caesar Wrap","2, 2",840,Mobile Wallet
7426,2023-01-09,09:19,Greek Salad,1,220,Mobile Wallet
7427,2023-11-09,13:02,"Vanilla Milkshake, Espresso, Caramel Drizzle","1, 2, 1",420,Cash
7428,2023-07-21,17:13,Americano,2,240,Card
7429,2023-05-16,16:58,"Matcha Latte, Cheesecake, Soy Milk","1, 1, 1",480,Card
7430,2023-08-23,15:13,"Pancakes with Syrup, Caramel Drizzle","1, 1",300,Mobile Wallet
7431,2023-09-28,11:31,"Brownies, Espresso","2, 1",340,UPI
7432,2023-09-16,14:10,"Greek Salad, Brownies, Caramel Drizzle","1, 2, 1",510,Cash
7433,2023-07-13,13:45,"Green Tea, Fresh Lemonade","2, 2",360,UPI
7434,2023-02-04,12:25,Bagel with Cream Cheese,1,220,UPI
7435,2023-05-12,10:09,"Iced Tea (Peach), Green Tea, Vanilla Syrup","1, 1, 1",220,UPI
7436,2023-03-16,17:12,"Chocolate Milkshake, Chocolate Chip Cookies","2, 2",540,Mobile Wallet
7437,2023-02-08,08:46,"Veggie Hummus Wrap, Omelet, Club Sandwich, Vanilla Syrup","1, 1, 1, 1",650,Card
7438,2023-09-29,13:31,"Brownies, Soy Milk","2, 1",280,Cash
7439,2023-01-30,17:03,"Chocolate Milkshake, Bagel with Cream Cheese, Hot Chocolate","1, 1, 2",670,Cash
7440,2023-03-11,17:43,"Club Sandwich, Iced Tea (Peach), Pancakes with Syrup, Soy Milk","2, 1, 1, 1",800,UPI
7441,2023-05-18,16:20,"Grilled Cheese Sandwich, Lemon Tart, Almond Milk","1, 2, 1",760,Cash
7442,2023-04-09,13:52,"Club Sandwich, Iced Americano, Strawberry Milkshake, Caramel Drizzle","1, 1, 2, 1",720,UPI
7443,2023-02-15,18:03,"Affogato, French Toast","1, 2",740,Mobile Wallet
7444,2023-06-03,15:23,"Quinoa Bowl, Green Tea, Soy Milk","1, 1, 1",360,Cash
7445,2023-01-09,18:26,Chocolate Chip Cookies,1,100,Card
7446,2023-11-25,13:05,Omelet,1,200,UPI
7447,2023-10-25,10:16,"Caesar Salad, Omelet, Almond Milk","1, 1, 1",460,Mobile Wallet
7448,2023-03-08,16:29,"Chicken Caesar Wrap, Grilled Cheese Sandwich, Soy Milk","2, 2, 1",840,UPI
7449,2023-10-15,12:06,"Brownies, Grilled Cheese Sandwich","2, 1",420,Card
7450,2023-10-02,16:07,"Chocolate Chip Cookies, Oat Milk","1, 1",140,Cash
7451,2023-12-14,09:59,"Cappuccino, Caramel Drizzle","2, 1",350,Card
7452,2023-03-10,10:20,"Pancakes with Syrup, French Toast, Bagel with Cream Cheese, Caramel Drizzle","2, 2, 2, 1",1530,Card
7453,2023-06-05,15:59,"Hot Chocolate, Chocolate Chip Cookies","2, 1",380,Card
7454,2023-05-24,12:08,"Club Sandwich, Mocha, Soy Milk","1, 2, 1",600,Card
7455,2023-02-21,19:14,"Espresso, Matcha Latte, French Toast","2, 2, 1",790,Cash
7456,2023-01-28,20:17,"Veggie Hummus Wrap, Soy Milk","2, 1",480,Cash
7457,2023-04-27,11:41,"Seasonal Smoothie, Vanilla Milkshake","2, 2",640,Cash
7458,2023-05-25,08:41,"Brownies, Vanilla Syrup","2, 1",270,UPI
7459,2023-10-21,09:05,"French Toast, Mocha, Oat Milk","2, 2, 1",940,Cash
7460,2023-06-25,16:41,"Iced Americano, Masala Chai, Americano, Soy Milk","2, 2, 1, 1",600,Card
7461,2023-12-18,08:24,"Cheesecake, Brownies, Club Sandwich, Vanilla Syrup","1, 1, 1, 1",630,Cash
7462,2023-01-18,15:05,"Greek Salad, Lemon Tart","2, 2",980,UPI
7463,2023-10-09,20:46,"Nitro Cold Brew, Club Sandwich, Oat Milk","1, 1, 1",420,Cash
7464,2023-11-05,14:09,"Matcha Latte, Soy Milk","1, 1",200,UPI
7465,2023-12-16,15:16,Pancakes with Syrup,2,500,Cash
7466,2023-08-23,15:20,"Club Sandwich, Lemon Tart","1, 2",740,Card
7467,2023-12-04,09:16,Iced Americano,1,130,Cash
7468,2023-12-22,09:31,"Avocado Toast, Almond Milk","1, 1",280,Cash
7469,2023-10-17,14:55,"Cappuccino, Brownies, Chocolate Milkshake, Oat Milk","2, 1, 2, 1",800,Mobile Wallet
7470,2023-09-06,16:54,"Espresso, Seasonal Smoothie, Soy Milk","1, 2, 1",440,Card
